4339996158266504576,2419016246790446569,2432857564954126717,6766506427499090900,2192552953177170245,2571785206674748678,5862152104890674882,5394567816191707786,11254639862455808753,3501325313697160088,2209161211416419209,11289688017006921656,7892826439604451110,2690882686836098530,5809887055271746253,5664194010870644293
1936237796772335952,3681648127016049976,7190476058047865631,1525434039680582479,1172292119722386525,7174448615474830598,3691452071308110978,6086987952441573929,10107419224711607924,2740225532070213912,903680508341026787,11041424989926326794,1695187250938349542,456173252505485491,7755439896472178889,977097405517712236
2098332344741844290,2383906511954288065,7766865638441024383,335064895457543943,1795884535654052943,7112450607956068884,2880768884219258514,6807291207480033802,10234578122439726833,160181915160211464,938300660640931809,9875064730218636952,6234877245236683398,447166448358376874,4154666855654282445,3318900389026652780
773122152106594640,1411314939846954974,7769118244675581311,1453648629532132175,6398861324558787660,7390850354929960966,2853747356211558546,6210554913168919176,11404405713820653157,2460723070714785832,2090167459357425537,11025661833019040472,6018080080641104806,17037379040439487,3062683587214890701,3074503863019432772
3644012434513770896,3142810225774899017,7188681191515776359,6713861337672526662,2075458439544026184,265924674230390276,1439617879987293954,565299990637685448,10263847258873861873,2321102959976446216,3292559260433788545,11040934709896787826,6742618546607334372,221994313471315187,8683493509762421965,2781319083932934732
2600982188103889312,253010234431723497,4732011162624516479,6659535351435952980,1649517362812755972,2571629058939142438,6312547156445179842,8510988389730535946,9526471742367939313,3465295966763285016,870185794069076369,11366249339116454314,5659040966681540582,583116662738207202,4620850996184915661,3362908503157309197
2608304642446651810,1285315304931923160,5274519133284789077,6084202410576380752,1651698785493708804,7184034432714654726,511911343200219010,440535108712044554,10096105076144943865,8184277273470614552,619742661386206593,11510361229079025065,5732233325402101634,817314993104832994,5801840829330725575,553717884021175813
2317835952678629792,1405786592699159656,7582891010651388276,5795962430596011845,6839845521663455232,7472040509706584614,547931357011099522,2475880596587198856,10111868776499851889,8114958852801985048,1015777546132027577,13384422722393514665,5443158506799601536,816186619296858594,8116831775156378317,3218802669510747661
1149722480043938610,242547272570017527,7766347201528656863,6102766005337852674,5903606103102645325,7390847004838628870,2241539727873486742,6210564944247423626,10251412743868094065,3613396096446904333,3281862141367577473,11209185726387921096,4579179997024423846,447128532114425019,1837471393157533901,3318932059209518028
1484550174282661296,7139577012018414942,2508913352966137727,1238011266631166789,332493934889267964,3035919949838909446,8618636353551404818,565298903994174184,15731217201672427201,2309852766564055050,2702411167973013891,12185972650969676896,6630028693865467598,77869848348707947,6953793665795724485,7172287769450706560
2139308926906069794,4726870305568955491,3450693256918366583,1597761203297930112,5822240818867730118,2535949289258995204,4024687089637994385,6129489912644027018,11404388120819479141,5796480923637953816,3249794850484399873,11036923064262422184,8636939478935476902,1586541969459342563,1262141969587295949,436425661236019732
2221016460708592785,5448620489483421598,2488646809963394411,1998584416371935558,6466413772835316469,4863961631017208468,8618407673155137154,538553841405123208,10979799614887106145,2309929182588581896,3281406580330610049,12466884675109485112,1982295188273074150,654330993637540031,831463326708678853,3425249173890820685
2610556193118745002,5873290355056399560,687603462597304661,6066195918824801108,1616004239808262151,7148135116255251718,3700450481948164034,8511551339667139464,10697319684554046449,2330085670359709212,3357578842027088281,11366317508168123304,5443149728046855970,3045468568329060834,5801998060516858573,3362907809516415756
3789931579185082752,6601501999878168171,840013502672725375,7038955356789103444,6839930242342311008,4873406178197737612,5159485893604650624,458340291103819976,9544260737502484187,2321047962925682968,1714699336090401170,12189842930556412522,5731573179847518116,2307363873937637507,4611760130434046661,3065669530364588812
1862421387589096400,7139741940723359200,9205907267582880623,1561740656508486481,1787157731187281996,7148482634789407252,4024753558417843858,466223009518895690,10242547381073942121,3615604179960379401,941132452804710273,9876118344887509688,4025817100474881702,465216323062809003,3206659138333344973,3037148885143708284
196687256059769202,5987288817517084409,7769478059821954911,1488559640893923661,1183411481086714973,7318508965559243814,1700262901689302720,6807279660460444296,11260288639952729717,2532769680238606861,865399466845159409,13348395652467294344,4865158438620432038,294006553107482786,2918424363115860685,3363048836650421068
